insurance_company,recover_office_zip_code,damage_address_zip_code,office_distance,case_creation_year,case_creation_month,project_id
N,1618,1607,"6,4",2022,7,217740
J,6023,6057,"24,4",2021,10,217747
J,5147,5314,"34,3",2020,10,217749
D,1383,3420,8,2023,7,217751
C,3300,3300,"1,8",2024,1,217754
C,1406,1455,"15,1",2023,2,217755
N,3157,3160,"15,3",2022,10,217759
E,2056,2050,"5,2",2020,6,217760
C,2940,2943,"8,5",2023,7,217766
K,7820,7856,"41,6",2020,11,217785
J,9407,9415,"14,1",2021,3,217800
C,9152,9151,"4,6",2020,11,217802
E,4313,4325,"10,1",2025,4,217817
J,5147,5380,"38,2",2020,7,217820
C,2714,2847,31,2023,8,217828
C,9360,9360,"20,4",2021,3,217834
N,4820,4816,"9,7",2020,9,217845
J,6415,6518,"66,4",2020,6,217856
C,7820,7822,"12,1",2021,7,217863
C,6856,6856,"0,5",2020,5,217874
C,6008,6004,"3,8",2024,10,217894
N,4636,4631,"11,3",2021,2,217898
H,8400,8484,"65,4",2022,5,217904
K,2815,2848,"23,1",2025,6,217910
C,4313,4055,"7,7",2020,8,217929
J,6718,6729,40,2021,2,217933
C,9360,9357,"45,9",2024,6,217936
J,8208,8255,54,2020,4,217940
J,6023,6055,"31,2",2021,3,217941
J,3735,3970,"25,8",2023,6,217943
J,283,1389,"19,7",2020,2,217946
K,7820,7805,"4,6",2022,1,217950
J,1188,1256,"9,2",2021,7,217952
C,5131,5137,"2,6",2023,2,217953
C,1599,1528,"6,4",2022,11,217955
J,3414,3427,"6,2",2020,8,217957
K,7900,7900,"1,1",2019,9,217959
D,5147,5099,"13,2",2025,6,217960
H,5360,5179,"7,9",2023,11,217961
C,7503,7500,"2,7",2022,4,217962
E,6100,6103,"2,3",2023,2,217963
C,975,458,"8,9",2021,2,217965
N,6800,6940,"21,6",2023,7,217966
J,8370,8373,"11,3",2023,1,217970
J,1599,1570,"10,7",2024,7,217973
J,5033,5018,"1,2",2024,8,217974
N,1086,674,"6,3",2023,1,217978
J,6422,6490,"25,6",2024,12,217980
N,9845,9801,"45,5",2021,5,217982
C,8370,8300,"52,8",2019,10,217985
D,8400,8450,"27,6",2020,5,217987
C,7900,7985,"56,3",2020,12,217988
D,8402,8450,"36,4",2023,1,217990
C,7500,7506,"3,3",2021,3,217991
C,2900,2923,"21,3",2023,4,217993
D,5911,5936,"22,5",2025,5,217995
C,2211,2212,"10,6",2020,2,217997
E,7604,7600,"1,5",2020,9,217998
J,3735,3965,"13,3",2023,4,218000
E,4820,4820,"2,7",2022,8,218002
C,5360,5353,"4,6",2022,5,218003
C,2619,2609,"3,6",2022,9,218007
D,5131,5124,"4,6",2024,6,218008
J,975,981,"4,4",2021,1,218010
E,4848,4842,"7,7",2024,4,218011
J,4612,4633,"5,8",2024,6,218012
J,7038,7052,"5,5",2024,9,218014
J,283,1367,"6,3",2023,8,218015
C,7714,7732,"13,2",2022,4,218018
D,5147,5096,"11,7",2020,7,218019
J,4013,4012,"0,8",2022,10,218024
C,9518,9515,"209,4",2024,10,218026
K,3718,3732,4,2023,1,218027
J,2056,2165,"8,6",2024,10,218028
N,5911,5914,"10,5",2020,8,218029
J,2019,2019,"1,9",2020,11,218030
N,1086,368,"18,1",2022,11,218033
C,5147,5012,"7,1",2020,1,218035
J,2406,2407,5,2020,8,218036
N,3232,3160,"16,5",2020,8,218041
C,8402,8402,"1,9",2024,11,218042
H,6100,6155,"8,3",2023,6,218043
J,5700,5784,"55,6",2023,7,218044
N,1599,1599,"1,2",2023,3,218045
C,2619,2615,"2,7",2023,12,218046
J,4313,4052,8,2022,3,218048
F,7900,7900,"0,9",2021,7,218049
E,4636,4639,"10,6",2024,4,218051
J,2211,2211,"1,8",2022,12,218052
N,6718,6718,"4,5",2023,2,218055
J,5147,5305,"15,9",2020,10,218056
J,2821,2817,"4,4",2020,12,218057
D,7503,7580,"34,9",2023,12,218058
K,9024,9180,"157,4",2021,2,218060
K,3718,3746,"4,1",2023,10,218067
J,3683,3660,"77,3",2020,10,218070
C,6770,6826,"39,4",2021,3,218071
D,5147,5161,"6,4",2020,6,218073
J,3414,3413,5,2021,8,218074
N,1400,1151,"22,4",2021,7,218077
N,9407,9414,"5,3",2020,5,218079
D,6718,6711,"21,4",2021,9,218085
K,1086,2000,"13,7",2023,8,218086
N,1684,1684,7,2021,6,218089
J,7900,7985,"39,9",2025,1,218091
C,6718,6740,"46,2",2024,6,218092
E,3083,3184,19,2023,1,218096
J,1599,1570,"5,5",2020,10,218100
J,4636,4617,"13,8",2020,12,218102
H,5147,5170,"5,8",2020,8,218103
N,1618,1618,"0,8",2021,9,218104
C,4515,4516,10,2021,7,218105
J,3184,3178,"18,2",2021,1,218107
N,2714,2770,"0,7",2023,6,218109
N,3414,3426,"3,7",2022,5,218115
J,4013,4012,"0,9",2023,3,218116
D,5911,5955,"37,6",2021,5,218117
E,4013,4051,"13,2",2020,4,218120
C,1188,1284,"5,9",2024,3,218121
J,5542,5565,"19,7",2020,9,218122
C,1188,1188,"1,4",2021,9,218123
K,7038,7022,"5,7",2020,12,218124
E,3300,3616,"26,1",2023,7,218125
N,2019,597,"15,5",2023,7,218126
N,3157,3123,"5,5",2021,3,218129
C,5147,5170,5,2021,9,218130
J,1850,1912,"34,2",2022,7,218131
K,7714,7670,21,2021,3,218132
K,8613,8700,"65,6",2020,10,218134
J,1400,1407,"11,2",2020,8,218136
N,5537,5531,"3,3",2022,7,218140
J,1618,1621,"10,9",2021,5,218141
J,3138,3138,"1,5",2021,6,218142
C,1086,569,8,2022,6,218143
C,6718,6700,"6,7",2023,9,218144
K,7038,7072,"7,8",2024,10,218145
C,9024,9024,"1,2",2020,8,218146
J,5911,5136,"15,4",2022,1,218148
N,9845,9801,"66,9",2023,10,218149
C,975,1167,"16,8",2020,7,218152
J,5147,5174,"12,6",2020,6,218155
C,1599,1519,"6,8",2023,1,218159
C,283,279,"3,8",2023,2,218165
N,1739,1890,"22,2",2023,8,218166
D,7604,7608,"5,8",2021,1,218167
E,8900,8904,"1,9",2024,1,218169
N,3262,3268,"6,4",2022,8,218170
J,283,1359,"5,4",2024,10,218171
N,3232,3242,3,2023,7,218172
N,2056,2165,"7,4",2023,6,218173
C,9300,9300,"1,6",2020,3,218174
N,3513,3517,"3,7",2022,12,218175
D,5542,4262,"5,8",2021,1,218177
E,5537,5531,"2,9",2021,10,218179
J,4313,4323,"10,5",2022,9,218180
C,1767,1782,"3,7",2020,2,218183
C,4515,4513,"5,4",2021,8,218184
C,2619,2615,"2,5",2022,10,218185
K,7038,7125,"40,5",2023,4,218186
N,2019,2019,"1,1",2023,3,218188
J,3262,3258,"0,9",2021,10,218190
C,3219,3210,"3,1",2023,1,218193
J,9409,9408,"2,9",2022,7,218196
C,8006,8071,"4,8",2023,12,218198
H,5147,5073,"9,3",2023,10,218199
N,8208,8200,"0,8",2021,12,218201
G,7038,7019,"3,5",2020,3,218202
J,6415,6320,"51,3",2020,9,218203
C,283,257,"6,2",2022,11,218204
C,283,170,"8,4",2023,1,218205
C,6718,6700,"4,9",2021,10,218210
J,2900,3580,"104,9",2022,8,218212
G,3219,3216,"3,7",2020,12,218214
K,1086,1479,"7,1",2023,7,218217
J,9845,9790,"196,7",2022,7,218219
K,5033,5039,"4,7",2025,4,218220
N,1086,2160,"44,7",2023,10,218222
C,1599,1517,"5,5",2023,2,218223
F,6783,6788,"24,3",2018,1,218224
C,9024,9022,"3,6",2024,1,218226
N,1599,1820,"43,7",2019,10,218227
J,3184,3179,"5,5",2024,7,218228
K,3157,3085,"24,3",2024,8,218229
C,4612,4623,"7,5",2020,2,218230
C,1086,1476,"2,8",2024,4,218231
N,5033,5130,"9,6",2023,5,218232
N,1086,562,"10,6",2023,2,218233
K,8613,8618,"42,9",2023,4,218234
C,3550,3550,23,2020,7,218235
C,1188,663,"7,6",2024,4,218236
N,975,1900,"24,1",2021,1,218237
J,6809,6963,"44,7",2024,2,218238
J,5537,5770,"136,4",2024,1,218239
F,4370,4372,"0,3",2024,1,218244
K,7038,7072,8,2021,3,218246
J,6023,6065,"31,1",2020,5,218247
J,8613,8624,"4,3",2022,10,218249
C,2714,2760,"7,3",2020,7,218250
K,975,1472,"7,9",2019,9,218251
E,5911,5911,"2,1",2023,5,218252
J,3962,3967,"14,6",2020,12,218259
C,7820,7860,"13,5",2023,2,218260
N,9024,9023,"5,2",2023,9,218261
C,3083,3084,"3,1",2022,4,218263
C,1618,1624,"9,2",2019,9,218265
J,9024,9018,"6,5",2020,3,218269
J,3138,3138,"0,9",2023,4,218270
J,7503,7506,"2,5",2025,6,218272
G,7038,7089,"10,6",2025,1,218275
C,6973,6928,"126,7",2021,3,218278
J,8656,8661,"2,3",2022,7,218279
J,9360,9302,"88,9",2021,4,218282
E,7714,7710,"12,6",2024,9,218284
J,6023,6270,"40,9",2024,12,218285
C,1188,654,"7,5",2020,10,218287
N,9024,9057,"44,4",2022,8,218288
J,5147,5174,"12,6",2025,1,218289
N,3262,3268,"5,4",2021,8,218290
J,6900,6900,"0,6",2023,1,218292
C,7038,7045,"6,7",2021,1,218293
K,7340,7340,"4,8",2021,10,218296
E,2619,2380,"49,9",2024,10,218299
C,7820,7770,"70,6",2021,8,218302
J,1599,1653,43,2020,2,218305
J,4848,4816,"7,5",2021,6,218306
J,8402,8410,"59,7",2023,1,218307
J,6023,6272,47,2020,10,218308
J,7038,7071,8,2021,11,218309
J,8402,8445,"42,9",2023,1,218312
H,9024,9019,"5,3",2022,6,218315
J,6023,6060,"23,4",2022,1,218317
C,1188,1270,"9,1",2021,2,218318
J,2019,2019,"2,6",2024,9,218322
J,283,875,"7,5",2024,5,218328
C,3550,3577,"53,8",2021,1,218329
D,6783,6770,"37,8",2023,1,218330
H,5131,5267,"20,2",2023,8,218331
C,2406,2406,"3,1",2022,12,218333
N,6856,6869,"16,3",2021,3,218334
J,5537,5521,"4,3",2022,7,218335
E,5147,5136,"22,8",2023,12,218337
N,1739,1743,"4,1",2020,5,218344
K,8208,8215,"20,7",2022,3,218346
C,4013,4085,"4,8",2023,2,218348
K,3718,3731,"5,2",2024,4,218349
J,2940,6888,"84,3",2022,12,218350
E,7604,7660,"54,9",2025,2,218353
K,8613,8624,"4,8",2022,5,218355
J,3718,3742,"4,2",2020,4,218357
C,7327,7334,"22,7",2021,2,218359
C,8400,8410,"54,1",2019,12,218360
C,6900,6905,"1,8",2023,9,218363
C,1807,1814,"4,9",2023,8,218364
J,1188,689,"3,8",2020,10,218365
J,4515,4515,"1,1",2020,12,218366
C,8400,8404,"9,2",2021,12,218369
J,7604,7650,"12,7",2021,7,218370
J,5430,5430,3,2022,5,218371
C,3219,3234,"2,8",2024,4,218372
J,4848,4815,"14,6",2021,7,218374
C,7038,7018,"7,1",2022,10,218376
F,9360,9470,"54,2",2018,3,218377
E,8900,8900,"1,3",2022,7,218380
C,7670,7670,5,2025,4,218381
E,2056,2050,"4,9",2020,9,218384
H,3114,3154,"3,2",2024,10,218385
N,5147,5063,"9,5",2022,5,218388
C,1188,583,"11,7",2020,6,218390
E,1711,1636,"12,7",2024,10,218400
K,3262,3269,"3,3",2025,1,218401
J,3262,3264,"3,8",2022,2,218402
K,1086,561,9,2021,2,218404
E,4612,4735,"75,5",2024,8,218406
N,2019,1464,"6,8",2022,12,218407
N,3718,3736,"6,9",2020,9,218409
N,8613,8610,"2,5",2023,3,218411
C,5700,5705,"2,5",2021,3,218412
D,2150,1929,"15,1",2024,11,218416
J,7038,7054,"11,8",2025,3,218417
N,5147,5148,"2,5",2022,1,218419
E,4344,4365,"5,3",2021,2,218420
J,283,786,8,2023,6,218421
K,7604,7604,"0,7",2020,3,218422
C,8006,8093,"42,3",2025,1,218427
J,2900,2900,2,2023,8,218428
K,7714,7715,"1,4",2023,7,218430
J,8012,8056,"43,7",2021,12,218431
D,6718,6700,7,2022,1,218432
C,5412,5554,17,2023,10,218433
J,283,1357,"7,5",2020,3,218437
N,7900,7970,"22,7",2020,6,218438
J,1086,1462,5,2024,10,218439
C,1599,1528,"6,3",2021,11,218441
E,4636,4619,"21,6",2022,6,218443
J,2019,2005,"8,1",2019,11,218444
C,7340,7345,"12,7",2023,10,218445
J,1618,1605,"5,1",2022,2,218446
E,5911,5939,"22,1",2022,4,218447
C,8402,8324,"80,1",2021,5,218450
D,4013,4011,"3,1",2021,6,218453
J,5147,5258,"11,5",2022,3,218454
J,2714,2770,"2,6",2022,7,218457
J,3414,3490,"22,7",2020,8,218458
F,1850,1870,"25,2",2023,8,218461
J,7038,7023,"5,7",2021,9,218462
D,283,1362,"6,1",2022,1,218465
J,4276,4275,"3,4",2020,2,218467
J,2019,1900,"14,1",2023,8,218468
J,4580,4560,"26,1",2023,7,218469
F,7327,7332,"14,9",2023,2,218470
N,6800,6814,"1,2",2022,11,218472
C,2900,2900,"0,4",2024,9,218473
N,5911,5955,"32,3",2020,12,218474
D,3683,3676,"8,6",2020,10,218476
H,1188,585,"8,9",2021,12,218477
J,4580,4550,"18,3",2022,7,218478
C,7503,7500,"2,8",2022,1,218480
C,5700,5710,"5,7",2020,3,218485
N,1618,1613,"7,4",2020,4,218487
C,6718,6729,"39,2",2022,2,218488
C,1383,1385,2,2021,7,218491
N,3262,3947,"19,9",2023,5,218492
C,3138,3142,"7,4",2021,8,218494
J,7714,7725,"1,7",2021,11,218495
H,3232,3280,"9,6",2020,8,218496
D,4735,4742,"20,4",2021,10,218498
N,1406,1400,"2,7",2023,8,218500
J,4313,4306,"8,2",2025,4,218502
J,6718,6710,"15,7",2020,7,218505
C,1618,1608,"6,1",2024,1,218506
F,2940,2967,"22,3",2023,4,218511
J,1188,1263,"9,8",2023,8,218513
J,4313,4323,"10,3",2023,1,218514
C,1599,1529,"6,4",2024,10,218516
N,5537,5517,"8,6",2022,2,218520
K,8400,8450,"21,6",2021,12,218521
H,4313,4322,"10,6",2021,10,218523
C,975,590,"5,5",2021,8,218524
J,6800,6812,"3,4",2022,12,218526
K,182,361,"3,8",2025,4,218527
N,977,469,"8,3",2022,5,218528
D,1599,1560,"16,2",2020,5,218529
K,3718,3724,"1,6",2021,4,218530
N,3057,3475,"33,6",2022,12,218533
J,9024,9024,"1,6",2023,12,218536
N,2019,2019,"1,3",2023,7,218537
J,6023,6020,"6,2",2020,5,218538
J,4344,4365,5,2023,6,218540
N,3262,3290,"9,7",2020,8,218543
E,9409,9415,"6,8",2025,5,218544
J,283,1359,"5,4",2025,1,218545
C,1739,1734,"6,5",2025,2,218547
K,7714,7790,24,2023,4,218548
J,3219,3231,"9,8",2020,8,218551
N,2940,2890,"33,5",2021,1,218554
C,9900,9901,"1,5",2021,6,218557
J,3683,3680,"14,8",2022,6,218559
C,8012,8007,4,2019,9,218561
N,6800,6800,"2,7",2020,5,218562
C,1618,1614,"7,8",2019,6,218564
J,6023,6264,"26,7",2021,1,218566
H,4313,4319,"7,6",2024,2,218568
J,2821,2849,"14,4",2020,3,218569
G,2056,2165,"7,7",2024,3,218574
E,2406,2338,"63,2",2023,1,218578
N,3232,3212,"9,7",2021,10,218579
J,4612,4620,"4,8",2024,4,218582
N,1599,1531,"3,6",2022,12,218583
D,4580,4580,2,2021,9,218590
K,3718,3717,"2,5",2024,4,218591
J,2619,2618,"4,6",2020,10,218592
J,1911,1912,"13,1",2024,11,218593
H,3300,3402,"26,5",2020,11,218595
J,5360,5378,"22,4",2021,6,218596
N,1739,1743,"3,5",2023,8,218597
K,7604,7653,"11,3",2023,12,218598
C,1599,1598,"1,2",2023,1,218601
C,6008,6003,"2,4",2024,10,218603
J,1599,1528,"6,3",2020,12,218604
C,1599,1598,"1,3",2024,10,218609
C,5542,5518,"6,1",2020,2,218610
I,3232,3220,"7,7",2022,1,218612
K,7038,7056,"10,3",2021,7,218614
C,7038,7049,"4,5",2021,11,218616
J,8656,8820,"82,4",2022,10,218619
J,2940,2953,"17,5",2021,12,218626
C,1400,1415,"9,4",2021,5,218628
C,975,580,"5,8",2023,9,218633
K,1086,576,"9,7",2022,6,218634
N,7500,,"134,6",2021,7,218635
C,6100,6133,"9,7",2020,7,218637
N,1739,1789,"21,6",2022,12,218638
N,8208,8208,"0,7",2021,1,218639
C,7714,7712,"3,9",2021,4,218640
K,8803,8658,"65,2",2025,1,218641
N,6800,6985,"72,9",2023,6,218645
C,6008,6050,"13,3",2024,7,218646
C,5360,5378,"22,6",2023,12,218648
C,3550,3560,"27,7",2020,8,218650
C,975,172,"9,8",2020,3,218651
K,3718,3735,"4,4",2022,5,218654
J,1188,663,"7,9",2020,5,218658
E,7714,7623,"56,1",2019,12,218660
J,6415,6630,"75,6",2022,3,218661
J,4848,4821,"9,4",2023,1,218664
C,4013,4056,"19,1",2019,10,218665
C,283,276,4,2021,10,218666
J,283,1358,"4,3",2024,9,218668
C,3024,3045,"4,7",2021,3,218674
C,283,284,"1,8",2024,1,218676
N,1599,1591,"13,3",2023,7,218678
N,2056,2164,"22,8",2022,8,218681
N,6415,6460,"48,1",2023,8,218682
D,4580,4560,24,2021,10,218683
N,5911,5911,"1,4",2023,7,218686
K,7038,7020,6,2020,3,218688
E,5911,5107,11,2023,7,218689
G,2714,2742,"21,1",2022,9,218691
C,3513,3513,"0,7",2020,9,218692
J,8803,8860,"37,1",2022,12,218694
C,8012,8004,"4,3",2021,10,218696
N,8208,8226,39,2022,5,218700
N,5542,5523,6,2020,3,218701
C,8402,8480,"100,6",2022,1,218704
E,2619,2609,"3,8",2022,10,218710
N,1767,1794,"13,5",2021,5,218712
K,3262,3262,2,2023,12,218713
N,5147,5239,"12,9",2022,11,218716
C,1911,1912,"11,8",2022,2,218717
C,6783,6783,5,2024,10,218719
C,3017,3402,"4,5",2023,8,218720
K,7038,7560,"18,3",2020,6,218721
C,4313,4313,"3,4",2021,3,218722
J,1188,677,"5,1",2021,9,218724
J,9360,9360,"19,2",2021,4,218725
C,1400,1404,"12,2",2020,7,218726
N,6023,6013,3,2022,6,218728
D,1188,1185,"3,5",2024,8,218730
N,6900,6940,"25,9",2022,6,218731
J,283,785,"7,1",2022,6,218732
C,4013,4008,2,2024,1,218734
N,975,1337,"25,6",2020,4,218735
J,6100,6065,"32,1",2021,10,218736
N,6800,6800,"2,6",2020,4,218745
G,3300,3302,"5,7",2022,11,218747
C,3157,3154,"9,7",2020,4,218748
J,3232,3244,2,2021,1,218750
J,3219,3219,"0,8",2022,11,218752
E,4636,4645,"27,2",2022,1,218753
J,6023,6057,"19,5",2021,7,218755
J,4820,4847,"2,7",2020,6,218756
F,1767,1769,"1,7",2024,2,218757
K,2940,2953,16,2024,11,218759
C,5700,5708,"36,2",2020,11,218760
E,3718,3721,"4,2",2023,10,218763
J,283,773,"6,5",2023,1,218764
C,5911,5936,"19,5",2021,9,218765
J,7038,7046,"7,8",2022,12,218766
C,283,1367,"4,6",2023,8,218767
N,5147,5073,"10,3",2022,6,218769
H,9024,9009,"5,2",2022,1,218771
D,1400,1454,"27,9",2019,10,218772
D,5911,5914,"5,8",2023,11,218774
J,5911,5916,"5,1",2024,2,218775
C,5918,5281,22,2025,3,218776
J,9024,9024,"2,4",2022,11,218778
J,3414,1391,21,2022,4,218779
E,4515,4550,"51,2",2022,3,218780
C,8370,8370,"8,6",2023,1,218782
J,2383,2819,33,2025,3,218784
N,8402,8439,"51,7",2023,2,218787
K,3718,3740,"7,2",2024,3,218788
H,3300,3320,"10,1",2023,9,218789
J,3032,3076,"22,3",2022,4,218791
N,977,2000,"16,6",2021,11,218792
J,2383,2315,"14,8",2020,7,218793
J,1739,1730,"4,1",2025,2,218797
C,7038,7033,"1,9",2022,2,218802
J,9024,9105,"24,1",2020,4,218803
J,1406,1405,"9,9",2023,12,218804
C,6718,6729,"39,9",2023,9,218806
J,1406,1410,"13,2",2023,8,218808
C,6856,6856,"2,1",2020,1,218811
J,2619,2618,"14,2",2020,9,218813
C,1599,1528,"3,2",2021,12,218815
J,5537,5542,"1,8",2022,11,218817
C,3219,3208,"3,7",2022,12,218818
F,2211,2264,"30,6",2020,4,218819
E,6718,6718,"5,4",2024,10,218821
K,3718,3614,"88,8",2021,1,218824
N,2383,2320,"9,7",2021,12,218826
J,3683,3681,"3,8",2022,2,218829
D,4636,4626,"16,1",2024,4,218830
J,6900,6908,"3,1",2024,10,218832
C,283,1357,"4,5",2024,8,218833
J,283,1362,"9,4",2021,2,218834
N,4820,4843,"5,8",2020,7,218836
E,7714,7714,0,2023,1,218837
J,3232,3282,"18,7",2021,4,218839
E,2900,2910,"9,7",2020,7,218841
C,2019,1464,7,2021,8,218842
K,2211,2240,"31,8",2025,2,218843
J,7503,7550,"17,6",2023,2,218846
J,9845,9790,"214,3",2021,1,218848
J,3718,3727,"2,6",2021,2,218849
C,6900,6908,"2,8",2024,2,218851
C,1738,1723,"4,2",2023,3,218853
K,9152,9180,"44,8",2020,4,218863
C,4612,4620,"6,7",2022,11,218867
N,6415,6387,"37,4",2023,2,218869
J,7500,7550,"17,3",2020,9,218885
N,5911,5938,"4,5",2021,11,218886
K,6100,6091,"47,1",2022,2,218888
J,3219,3239,"6,6",2019,12,218899
N,1400,1406,"4,3",2021,10,218901
N,5542,5423,"88,4",2020,9,218905
C,6008,6040,"20,4",2022,2,218910
C,1739,1738,"2,6",2024,1,218914
N,3157,3147,"7,4",2021,2,218916
J,5700,5722,"46,3",2022,2,218922
D,4636,4637,"7,1",2022,8,218930
J,9024,9046,"100,6",2021,5,218935
C,6770,6774,"1,7",2023,7,218941
K,3718,3830,"29,8",2020,12,218946
J,4820,4870,"11,1",2020,2,218954
K,9152,9162,52,2020,5,218956
J,7500,7590,"88,8",2022,6,218961
N,3940,3946,"8,4",2020,12,218983
K,3944,3740,"9,1",2024,7,218985
N,5911,5911,"3,8",2022,1,218990
F,4313,4024,"12,2",2023,5,218992
C,7327,7336,"20,4",2021,2,219000
C,4580,4550,"16,2",2021,4,219005
D,5700,5709,"3,8",2024,8,219006
N,1767,1763,"4,7",2022,3,219015
K,3718,3748,16,2023,1,219029
N,3718,3712,"7,2",2021,10,219032
N,9514,9513,"6,6",2023,6,219038
J,6900,6908,7,2024,6,219045
G,9360,8530,"63,2",2023,3,219064
N,4313,4100,"35,1",2023,9,219065
C,2406,2409,"4,3",2024,6,219067
J,4335,4440,"54,4",2024,12,219073
J,6800,6980,"69,9",2021,3,219074
N,5147,5163,"9,4",2020,6,219090
J,6800,6968,"58,4",2021,5,219091
K,7340,2669,"136,5",2023,12,219108
J,3262,3271,"3,8",2024,9,219120
N,4313,4010,"11,1",2021,7,219123
J,6023,6240,"41,5",2022,12,219132
D,6900,6905,2,2020,5,219145
C,485,654,"4,7",2024,10,219166
C,283,1344,"5,5",2019,9,219169
N,975,1061,"9,1",2023,9,219176
C,6770,6823,"21,3",2022,1,219183
D,8900,8907,"2,6",2021,10,219184
N,5542,4274,"25,3",2020,8,219189
J,2821,2850,"21,6",2023,1,219190
N,2406,2416,"14,6",2022,12,219192
C,3184,3187,"4,5",2023,8,219193
K,3157,3180,"15,7",2020,5,219194
K,1086,2015,"15,3",2023,1,219196
J,9514,9545,"72,8",2020,7,219198
C,4580,4580,"3,1",2023,11,219199
J,7038,7081,7,2022,5,219200
J,5537,5538,"2,1",2024,11,219201
C,7820,7882,"125,6",2019,8,219202
N,8900,8960,"34,9",2020,9,219203
C,7340,7340,"3,7",2022,5,219204
J,1086,566,"11,5",2023,2,219205
E,5033,5050,"7,7",2025,5,219208
J,6770,6823,"60,7",2023,1,219211
D,8803,8820,"27,7",2024,7,219214
K,1086,772,"18,7",2023,8,219215
E,2619,1482,"3,6",2022,12,219218
N,2019,983,"10,7",2023,5,219220
E,3683,3658,"68,5",2022,8,219221
E,5911,5918,"9,4",2024,4,219222
J,5460,5452,"13,5",2021,2,219224
J,6023,6020,"0,3",2020,7,219225
N,5911,5035,"32,7",2020,10,219231
C,1188,678,"4,9",2021,5,219232
C,8400,8400,"1,3",2020,2,219235
C,3138,3142,"7,7",2021,9,219236
C,2770,2847,"35,6",2023,8,219238
J,2019,1482,"16,8",2022,12,219243
D,4515,4514,3,2021,7,219248
C,2019,2019,"1,5",2025,1,219250
J,5147,5141,"4,5",2025,1,219257
N,3262,3264,"5,1",2022,2,219260
N,5911,5912,"9,1",2021,9,219261
K,7503,7530,"50,7",2023,8,219263
C,9024,9595,"416,5",2020,1,219264
J,8006,8071,"5,2",2022,10,219265
D,8656,8661,"4,6",2022,10,219266
C,975,171,"9,9",2019,11,219267
D,5700,5713,"25,5",2023,1,219268
J,5147,5392,"39,1",2023,1,219269
C,4636,4770,"11,4",2024,1,219271
N,8402,8450,"28,9",2023,8,219272
N,3157,3140,"9,1",2020,10,219274
C,1684,1684,"7,4",2019,9,219275
J,5147,5184,"9,8",2022,6,219276
J,1188,1283,"6,9",2022,8,219277
C,4612,4626,"4,9",2024,4,219279
N,9514,9516,"3,7",2022,10,219280
K,3550,3550,"5,6",2021,8,219281
C,2900,2900,"0,6",2023,12,219285
K,3232,3260,"14,5",2022,5,219286
N,4313,4049,14,2021,11,219293
C,5537,5516,"8,6",2023,5,219294
E,8803,8800,"21,8",2021,3,219295
C,3219,3228,5,2020,8,219298
N,8006,8072,"6,2",2022,12,219299
N,7714,7670,"22,1",2022,2,219300
C,1188,183,"9,2",2022,1,219301
C,4372,4372,"7,7",2025,6,219304
K,7038,7021,"4,8",2020,9,219305
J,4612,4629,"3,3",2024,5,219307
H,7820,7818,"50,5",2021,10,219309
D,4515,4514,"3,1",2021,8,219310
J,1188,1188,"1,2",2024,10,219311
N,3683,3660,"75,4",2020,7,219318
C,7327,7270,70,2019,1,219319
N,6100,6065,"28,5",2023,4,219324
D,1618,1621,"9,9",2020,8,219326
K,2211,2230,"22,6",2024,12,219328
C,4612,4614,"1,1",2022,2,219332
J,7038,7021,"8,9",2023,3,219335
C,1599,1640,"20,7",2024,12,219336
C,9409,9414,"4,9",2023,3,219338
K,9409,9436,"42,5",2022,12,219340
E,975,975,0,2022,6,219342
J,4370,4370,"7,8",2021,2,219343
H,6415,6422,"6,1",2023,3,219344
J,4515,4515,2,2021,2,219345
J,5430,5414,31,2020,7,219346
C,1188,1262,"9,6",2020,1,219347
K,7038,7232,"35,8",2023,7,219348
J,3157,3112,"7,5",2025,1,219349
D,7340,6613,"33,7",2022,11,219351
J,4636,4634,"14,6",2021,2,219353
E,5147,5239,0,2022,6,219354
J,6900,6908,"2,8",2023,8,219356
J,5147,5308,"17,3",2020,2,219358
N,3157,3060,"60,7",2023,1,219359
J,4313,4315,"6,1",2020,3,219362
J,2019,2034,16,2025,4,219363
N,1188,585,"9,1",2023,7,219366
C,1188,652,"7,4",2023,12,219368
C,4013,4022,"5,1",2022,4,219369
C,283,253,"7,2",2023,6,219371
J,975,1061,"6,6",2021,10,219372
K,1188,690,"3,4",2025,4,219376
N,1684,1680,"14,7",2020,9,219377
C,5700,5707,"23,6",2022,11,219378
K,9845,9990,"107,9",2025,3,219379
H,3683,3680,"8,2",2020,7,219381
J,4580,4521,"17,2",2021,9,219383
J,5412,5416,"6,5",2024,12,219385
J,2019,2019,"1,7",2022,6,219386
D,5360,5354,8,2024,1,219389
J,5147,5237,"10,2",2024,7,219391
J,7340,7340,"3,3",2025,5,219394
C,4612,4616,2,2024,7,219395
K,1086,1356,"28,5",2021,2,219396
N,6783,6788,"25,2",2021,12,219397
C,1188,1178,"3,5",2022,7,219400
J,8208,8200,"2,5",2022,5,219401
N,7714,7670,"21,1",2021,5,219404
J,975,687,"8,4",2022,1,219407
J,2406,2407,5,2022,6,219410
C,7038,7081,"8,1",2020,6,219412
C,7038,7035,"2,9",2020,5,219413
E,1188,283,"15,5",2022,4,219415
K,7820,7804,4,2020,4,219419
J,6100,6103,"1,8",2023,5,219424
N,9514,9515,"2,1",2022,1,219427
